orfname,Gene Symbol,Description,log2_rep1,log2_rep2,log2_rep3,log2_rep4,log2_rep5,log2_rep6,# peptides,Avg log2 ratio,SD,p1,p2,# SILAC peptides,log2_SILAC ratio
YDR232W,HEM1,"5-aminolevulinate synthase, catalyzes the first step in the heme biosynthetic pathway; an N-terminal signal sequence is required for localization to the mitochondrial matrix; expression is regulated by Hap2p-Hap3p",-0.51,0.44,-0.07,-0.68,0.33,0.20,2,-0.05,0.459,0.893,0.416,4,-0.27
YOR285W,YOR285W,"Protein of unknown function, localized to the mitochondrial outer membrane",-0.15,-0.01,-0.06,-0.13,-0.03,0.08,27,-0.05,0.083,0.555,0.344,15,0.10
YGR001C,YGR001C,Putative protein of unknown function with similarity to methyltransferase family members; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; required for replication of Brome mosaic virus in S. cerevisiae,-0.06,-0.38,0.05,-0.08,0.22,-0.04,14,-0.05,0.197,0.775,0.342,12,-0.02
YJR043C,POL32,"Third subunit of DNA polymerase delta, involved in chromosomal DNA replication; required for error-prone DNA synthesis in the presence of DNA damage and processivity; interacts with Hys2p, PCNA (Pol30p), and Pol1p",0.07,-1.42,-0.73,-0.32,2.34,-0.22,4,-0.05,1.277,0.806,0.382,,
YBR108W,AIM3,Protein interacting with Rsv167p; null mutant displays decreased frequency of mitochondrial genome loss (petite formation) and severe growth defect in minimal glycerol media,0.63,-0.35,-0.24,0.07,-0.04,-0.35,4,-0.05,0.375,0.917,0.415,5,0.12
YMR139W,RIM11,Protein kinase required for signal transduction during entry into meiosis; promotes the formation of the Ime1p-Ume6p complex by phosphorylating Ime1p and Ume6p; shares similarity with mammalian glycogen synthase kinase 3-beta,-0.06,-0.28,0.00,-0.17,0.08,0.14,14,-0.05,0.155,0.691,0.372,6,0.04
YDL122W,UBP1,Ubiquitin-specific protease that removes ubiquitin from ubiquitinated proteins; cleaves at the C terminus of ubiquitin fusions irrespective of their size; capable of cleaving polyubiquitin chains,-0.15,-0.09,0.14,0.03,-0.13,-0.08,17,-0.05,0.110,0.600,0.337,6,0.01
YNR034W,SOL1,"Protein with a possible role in tRNA export; shows similarity to 6-phosphogluconolactonase non-catalytic domains but does not exhibit this enzymatic activity; homologous to Sol2p, Sol3p, and Sol4p",-0.09,-0.13,0.16,0.07,-0.28,-0.01,7,-0.05,0.156,0.752,0.341,3,0.04
YHR115C,DMA1,"Protein involved in ubiquitin ligation; plays a role in regulating spindle position and orientation; functionally redundant with Dma2p; orthologous to human RNF8 protein, also has sequence similarity to human Chfr.",0.04,0.28,-0.14,-0.44,-0.23,0.20,5,-0.05,0.272,0.786,0.386,3,0.00
YKL189W,HYM1,"Component of the RAM signaling network that is involved in regulation of Ace2p activity and cellular morphogenesis, interacts with Kic1p and Sog2p, localizes to sites of polarized growth during budding and during the mating response",0.04,-0.09,0.03,-0.62,-0.31,0.65,3,-0.05,0.424,0.825,0.413,,
YPR173C,VPS4,AAA-type ATPase that is regulated by Vta1p; required for late endosome to vacuole transport; catalyzes the release of an endosomal membrane-associated class E VPS protein complex; regulates cellular sterol metabolism,0.00,-0.30,-0.14,0.05,0.06,0.03,27,-0.05,0.143,0.717,0.338,10,0.05
YJL050W,MTR4,"Dead-box family ATP dependent helicase required for mRNA export from the nucleus; co-factor of the exosome complex, required for 3' end formation of 5.8S rRNA",0.04,-0.02,0.06,-0.14,-0.07,-0.17,24,-0.05,0.094,0.510,0.340,8,-0.05
YPR010C,RPA135,RNA polymerase I subunit A135,-0.09,0.08,-0.33,-0.05,-0.13,0.22,30,-0.05,0.187,0.792,0.340,9,0.00
YPR121W,THI22,Protein with similarity to hydroxymethylpyrimidine phosphate kinases; member of a gene family with THI20 and THI21; not required for thiamine biosynthesis,-0.28,-0.18,-0.17,0.53,-0.13,-0.07,3,-0.05,0.291,0.799,0.337,,
YDR353W,TRR1,"Cytoplasmic thioredoxin reductase, key regulatory enzyme that determines the redox state of the thioredoxin system, which acts as a disulfide reductase system and protects cells against both oxidative and reductive stress",-0.29,0.51,-0.52,0.58,-0.83,0.26,37,-0.05,0.581,0.875,0.333,19,0.01
YDR347W,MRP1,"Mitochondrial ribosomal protein of the small subunit; MRP1 exhibits genetic interactions with PET122, encoding a COX3-specific translational activator, and with PET123, encoding a small subunit mitochondrial ribosomal protein",0.01,-0.15,-0.06,-0.10,-0.04,0.03,23,-0.05,0.067,0.429,0.337,19,0.06
YMR258C,YMR258C,Protein of unknown function with similarity to F-box proteins; physically interacts with Skp1p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YMR258C is not an essential gene,-0.22,0.29,0.12,-0.05,-0.15,-0.29,6,-0.05,0.218,0.809,0.369,6,0.03
YCR016W,YCR016W,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus and nucleus; YCR016W is not an essential gene,-0.30,-0.17,0.03,0.20,-0.03,-0.03,13,-0.05,0.171,0.707,0.368,17,-0.14
YCL014W,BUD3,Protein involved in bud-site selection and required for axial budding pattern; localizes with septins to bud neck in mitosis and may constitute an axial landmark for next round of budding,-0.23,0.03,-0.11,0.19,-0.22,0.03,17,-0.05,0.164,0.651,0.336,25,-0.03
YGR106C,VOA1,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuolar memebrane,-0.03,-0.70,-0.09,0.07,0.45,0.00,11,-0.05,0.371,0.930,0.337,7,-0.34
YLR387C,REH1,"Protein of unknown function, similar to Rei1p but not involved in bud growth; contains dispersed C2H2 zinc finger domains",-0.23,-0.12,0.02,0.11,0.00,-0.09,9,-0.05,0.119,0.675,0.337,,
YDR101C,ARX1,Shuttling pre-60S factor; involved in the biogenesis of ribosomal large subunit biogenesis; interacts directly with Alb1; responsible for Tif6 recycling defects in absence of Rei1; associated with the ribosomal export complex,0.00,-0.20,-0.02,0.12,-0.09,-0.13,20,-0.05,0.111,0.517,0.336,12,-0.10
YHL003C,LAG1,"Ceramide synthase component, involved in synthesis of ceramide from C26(acyl)-coenzyme A and dihydrosphingosine or phytosphingosine, functionally equivalent to Lac1p",-0.20,0.25,0.00,-0.04,-0.11,-0.21,7,-0.05,0.171,0.790,0.366,4,0.02
YGL066W,SGF73,Subunit of SAGA histone acetyltransferase complex; involved in formation of the preinitiation complex assembly at promoters; null mutant displays defects in premeiotic DNA synthesis,-0.26,-0.21,0.03,0.13,0.29,-0.29,8,-0.05,0.237,0.755,0.382,5,-0.05
YLR033W,RSC58,"Component of the RSC chromatin remodeling complex; RSC functions in transcriptional regulation and elongation, chromosome stability, and establishing sister chromatid cohesion; involved in telomere maintenance58KDa subunit",-0.41,-0.24,0.42,-0.04,-0.19,0.16,11,-0.05,0.299,0.900,0.375,15,0.02
YDR074W,TPS2,"Phosphatase subunit of the trehalose-6-phosphate synthase/phosphatase complex, which synthesizes the storage carbohydrate trehalose; expression is induced by stress conditions and repressed by the Ras-cAMP pathway",-0.03,-0.21,-0.26,-0.06,0.10,0.15,57,-0.05,0.162,0.690,0.329,28,0.05
YER069W,ARG5,"Protein that is processed in the mitochondrion to yield acetylglutamate kinase and N-acetyl-gamma-glutamyl-phosphate reductase, which catalyze the 2nd and 3rd steps in arginine biosynthesis; enzymes form a complex with Arg2p",-0.10,0.01,-0.19,-0.04,-0.06,0.07,40,-0.05,0.091,0.466,0.329,24,-0.04
YEL021W,URA3,"Orotidine-5'-phosphate (OMP) decarboxylase, catalyzes the sixth enzymatic step in the de novo biosynthesis of pyrimidines, converting OMP into uridine monophosphate (UMP); converts 5-FOA into 5-fluorouracil, a toxic compound",-0.11,-0.48,0.06,0.11,0.27,-0.16,12,-0.05,0.263,0.852,0.365,16,-0.10
YDR376W,ARH1,"Oxidoreductase of the mitochondrial inner membrane, involved in cytoplasmic and mitochondrial iron homeostasis and required for activity of Fe-S cluster-containing enzymes; one of the few mitochondrial proteins essential for viability",-0.10,0.02,-0.01,0.19,-0.35,-0.06,4,-0.05,0.177,0.750,0.381,4,-0.01
YBL061C,SKT5,"Activator of Chs3p (chitin synthase III), recruits Chs3p to the bud neck via interaction with Bni4p; has similarity to Shc1p, which activates Chs3p during sporulation",-0.04,0.00,0.02,0.25,-0.26,-0.28,6,-0.05,0.197,0.733,0.380,2,0.08
YGR187C,HGH1,Nonessential protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; similar to mammalian BRP16 (Brain protein 16),-0.11,0.19,-0.10,-0.15,-0.01,-0.14,9,-0.05,0.130,0.542,0.331,3,-0.10
YDR299W,BFR2,Essential protein possibly involved in secretion; multicopy suppressor of sensitivity to Brefeldin A,-0.04,0.01,0.08,-0.13,-0.11,-0.12,12,-0.05,0.084,0.597,0.331,16,-0.09
YBR022W,POA1,"Phosphatase that is highly specific for ADP-ribose 1''-phosphate, a tRNA splicing metabolite; may have a role in regulation of tRNA splicing",0.12,0.11,0.18,-0.08,-0.36,-0.28,8,-0.05,0.227,0.827,0.379,8,0.01
YLR409C,UTP21,"Possible U3 snoRNP protein involved in maturation of pre-18S rRNA, based on computational analysis of large-scale protein-protein interaction data",-0.42,0.41,-0.36,1.10,-1.23,0.19,4,-0.05,0.804,0.998,0.409,4,-0.08
YDR176W,NGG1,"Transcriptional regulator involved in glucose repression of Gal4p-regulated genes; component of transcriptional adaptor and histone acetyltransferase complexes, the ADA complex, the SAGA complex, and the SLIK complex",0.07,-1.01,0.32,0.07,0.51,-0.28,3,-0.05,0.540,0.922,0.372,6,-0.09
YDL160C,DHH1,"Cytoplasmic DExD/H-box helicase, stimulates mRNA decapping, coordinates distinct steps in mRNA function and decay, interacts with both the decapping and deadenylase complexes, may have a role in mRNA export and translation",0.04,0.05,0.02,-0.02,-0.33,-0.07,23,-0.05,0.143,0.535,0.325,11,0.01
YNR051C,BRE5,"Ubiquitin protease cofactor, forms deubiquitination complex with Ubp3p that coregulates anterograde and retrograde transport between the endoplasmic reticulum and Golgi compartments; null is sensitive to brefeldin A",-0.11,-0.08,-0.03,0.03,-0.07,-0.05,32,-0.05,0.047,0.447,0.325,23,-0.18
YBR025C,OLA1,P-loop ATPase with similarity to human OLA1 and bacterial YchF; identified as specifically interacting with the proteasome; protein levels are induced by hydrogen peroxide,-0.04,-0.02,-0.20,0.05,-0.13,0.03,55,-0.05,0.095,0.417,0.332,24,-0.08
YDR496C,PUF6,"Pumilio-homology domain protein that binds ASH1 mRNA at PUF consensus sequences in the 3' UTR and represses its translation, resulting in proper asymmetric localization of ASH1 mRNA",-0.06,-0.20,-0.01,-0.08,0.11,-0.08,25,-0.05,0.103,0.575,0.330,25,-0.06
YLR239C,LIP2,"Lipoyl ligase, involved in the modification of mitochondrial enzymes by the attachment of lipoic acid groups",-0.31,0.15,0.28,0.82,-0.83,-0.43,3,-0.05,0.587,0.888,0.407,,
YNL123W,NMA111,Protein of unknown function which may contribute to lipid homeostasis and/or apoptosis; sequence similarity to the mammalian Omi/HtrA2 family of serine proteases,-0.04,0.15,-0.10,0.03,-0.17,-0.19,27,-0.05,0.129,0.575,0.323,8,-0.08
YPL146C,NOP53,Nucleolar protein; involved in biogenesis of the 60S subunit of the ribosome; interacts with rRNA processing factors Cbf5p and Nop2p; null mutant is viable but growth is severely impaired,-0.19,-0.10,-0.37,0.16,-0.08,0.26,12,-0.05,0.229,0.858,0.329,9,-0.19
YOL145C,CTR9,"Component of the Paf1p complex, which is a large complex that binds to and modulates the activity of RNA polymerase II and is required for expression of a subset of genes, including cyclin genes; contains TPR repeats",-0.25,0.20,-0.22,-0.11,-0.11,0.18,9,-0.05,0.198,0.803,0.376,23,-0.01
YOR241W,MET7,"Folylpolyglutamate synthetase, catalyzes extension of the glutamate chains of the folate coenzymes, required for methionine synthesis and for maintenance of mitochondrial DNA",-0.19,0.12,-0.13,0.07,-0.22,0.04,14,-0.05,0.148,0.654,0.325,24,0.00
YDR251W,PAM1,"Essential protein of unknown function; exhibits variable expression during colony morphogenesis; overexpression permits survival without protein phosphatase 2A, inhibits growth, and induces a filamentous phenotype",-0.24,0.18,-0.27,0.02,-0.16,0.14,19,-0.05,0.195,0.718,0.359,15,0.01
YLR129W,DIP2,"Nucleolar protein, specifically associated with the U3 snoRNA, part of the large ribonucleoprotein complex known as the small subunit (SSU) processome, required for 18S rRNA biogenesis, part of the active pre-rRNA processing complex",-0.10,-0.04,0.10,-0.11,-0.04,-0.14,23,-0.05,0.085,0.514,0.321,12,-0.06
YDL003W,MCD1,Essential protein required for sister chromatid cohesion in mitosis and meiosis; subunit of the cohesin complex; expression is cell cycle regulated and peaks in S phase,-0.40,-0.42,0.08,0.43,0.47,-0.49,4,-0.05,0.441,0.924,0.405,,
YGR049W,SCM4,"Potential regulatory effector of CDC4 function, suppresses a temperature-sensitive allele of CDC4, tripartite protein structure in which a charged region separates two uncharged domains, not essential for mitosis or meiosis",-0.03,-0.15,0.03,0.06,-0.27,0.04,11,-0.05,0.132,0.671,0.324,11,0.09
YNL292W,PUS4,"Pseudouridine synthase, catalyzes only the formation of pseudouridine-55 (Psi55), a highly conserved tRNA modification, in mitochondrial and cytoplasmic tRNAs; PUS4 overexpression leads to translational derepression of GCN4 (Gcd- phenotype)",0.10,-0.13,0.16,-0.12,-0.13,-0.21,16,-0.05,0.148,0.604,0.326,8,-0.14
YCR088W,ABP1,"Actin-binding protein of the cortical actin cytoskeleton, important for activation of the Arp2/3 complex that plays a key role actin in cytoskeleton organization",-0.13,-0.22,-0.01,0.00,0.14,-0.10,84,-0.05,0.124,0.524,0.328,12,0.07
YOL100W,PKH2,"Serine/threonine protein kinase involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p, components of signaling cascade required for maintenance of cell wall integrity; redundant with Pkh1p",-0.21,-0.05,0.06,0.12,-0.09,-0.16,5,-0.05,0.125,0.535,0.358,9,-0.01
YAL035W,FUN12,"GTPase, required for general translation initiation by promoting Met-tRNAiMet binding to ribosomes and ribosomal subunit joining; homolog of bacterial IF2",-0.07,-0.23,-0.05,-0.09,0.13,-0.02,65,-0.05,0.116,0.557,0.327,29,-0.10
YNL149C,PGA2,Essential protein required for maturation of Gas1p and Pho8p; involved in protein trafficking; GFP-fusion protein localizes to the ER and YFP-fusion protein to the nuclear envelope-ER network; null mutants have a cell separation defect,0.07,0.10,-0.03,0.02,-0.38,-0.12,10,-0.05,0.176,0.709,0.323,2,0.08
YBR106W,PHO88,"Probable membrane protein, involved in phosphate transport; pho88 pho86 double null mutant exhibits enhanced synthesis of repressible acid phosphatase at high inorganic phosphate concentrations",-0.05,-0.05,-0.05,0.05,-0.07,-0.17,66,-0.05,0.070,0.415,0.327,50,-0.05
YHR195W,NVJ1,Nuclear envelope protein that interacts with the vacuolar membrane protein Vac8p to promote formation of nucleus-vacuole junctions during piecemeal microautophagy of the nucleus (PMN),0.08,-0.78,-0.14,0.34,0.34,-0.16,4,-0.05,0.416,0.921,0.404,4,-0.12
YLR430W,SEN1,Presumed helicase required for RNA polymerase II transcription termination and processing of RNAs; homolog of Senataxin which causes Ataxia-Oculomotor Apraxia 2 and a dominant form of amyotrophic lateral sclerosis,0.05,-0.16,-0.04,-0.12,-0.23,0.17,10,-0.05,0.146,0.744,0.373,23,-0.10
YOR198C,BFR1,Component of mRNP complexes associated with polyribosomes; implicated in secretion and nuclear segregation; multicopy suppressor of BFA (Brefeldin A) sensitivity,0.00,-0.20,-0.02,-0.04,0.08,-0.16,119,-0.05,0.106,0.397,0.326,46,-0.03
YNL281W,HCH1,Heat shock protein regulator that binds to Hsp90p and may stimulate ATPase activity; originally identified as a high-copy number suppressor of a HSP90 loss-of-function mutation; GFP-fusion protein localizes to the cytoplasm and nucleus,-0.10,-0.15,-0.08,-0.02,0.13,-0.11,33,-0.05,0.103,0.476,0.318,8,-0.04
YER151C,UBP3,Ubiquitin-specific protease that interacts with Bre5p to co-regulate anterograde and retrograde transport between endoplasmic reticulum and Golgi compartments; inhibitor of gene silencing; cleaves ubiquitin fusions but not polyubiquitin,-0.05,0.15,-0.11,0.07,-0.17,-0.21,31,-0.05,0.140,0.542,0.322,29,0.00
YLR222C,UTP13,"Nucleolar protein, component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA",0.01,-0.19,-0.13,-0.05,0.06,-0.03,19,-0.05,0.091,0.334,0.322,26,-0.14
YNL113W,RPC19,"RNA polymerase subunit, common to RNA polymerases I and III",-0.23,-0.12,0.16,-0.21,0.21,-0.14,13,-0.05,0.191,0.703,0.321,10,-0.12
YGL031C,RPL24A,"Ribosomal protein L30 of the large (60S) ribosomal subunit, nearly identical to Rpl24Bp and has similarity to rat L24 ribosomal protein; not essential for translation but may be required for normal translation rate",-0.17,0.11,-0.01,-0.13,0.13,-0.25,8,-0.06,0.155,0.798,0.365,5,-0.11
YKL001C,MET14,"Adenylylsulfate kinase, required for sulfate assimilation and involved in methionine metabolism",-0.38,-0.03,-0.04,0.06,0.14,-0.08,2,-0.06,0.175,0.783,0.404,3,-0.16
YKL160W,ELF1,Transcription elongation factor that contains a conserved zinc finger domain; implicated in the maintenance of proper chromatin structure in actively transcribed regions; deletion inhibits Brome mosaic virus (BMV) gene expression,-0.07,0.00,-0.54,-0.38,0.75,-0.09,4,-0.06,0.446,0.889,0.372,3,-0.14
YER043C,SAH1,"S-adenosyl-L-homocysteine hydrolase, catabolizes S-adenosyl-L-homocysteine which is formed after donation of the activated methyl group of S-adenosyl-L-methionine (AdoMet) to an acceptor",-0.15,0.27,-0.19,0.01,-0.25,-0.02,109,-0.06,0.186,0.654,0.325,63,-0.08
YER022W,SRB4,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation,-0.22,0.25,0.17,-0.05,-0.20,-0.29,2,-0.06,0.222,0.809,0.355,4,0.07
